 
# QPROP Version 1.22
# 
# T28 Trojan Prop                                                                 
# 
# CobraCM2217-26 Brushless DC Motor                                               
#   0.17900      Rmotor (Ohms)                  
#   0.36000      Io     (Amps)                  
#    6.9500      Kv     (rpm/Volt)              
# 
#   rho =  1.2250     kg/m^3
#   mu  = 0.17800E-04 kg/m-s
#   a   =  340.00     m/s   
# 
#  1         2        3          4          5         6            7         8       9        10        11        12          13        14        15      16          17           18      19
# 
#  V(m/s)    rpm      Dbeta      T(N)       Q(N-m)    Pshaft(W)    Volts     Amps    effmot   effprop   adv       CT          CP        DV(m/s)   eff     Pelec       Pprop        cl_avg  cd_avg
   44.000  0.1900E+05  0.000   42.66       1.858       3696.    2734.119    1.7119   0.7896   0.5079   0.14511  0.1038E-01  0.2966E-02   9.7633   0.4010   4681.       1877.       0.1920  0.2406E-01

    2.000  0.1950E+05  0.000   149.6       3.481       7109.    2806.273    2.8938   0.8754   0.0421   0.00643  0.3455E-01  0.5278E-02  55.8845   0.0368   8121.       299.1       0.6515  0.3187E-01
    4.000  0.1950E+05  0.000   145.9       3.463       7071.    2806.271    2.8802   0.8748   0.0825   0.01285  0.3370E-01  0.5250E-02  53.2724   0.0722   8083.       583.5       0.6347  0.3156E-01
    6.000  0.1950E+05  0.000   142.1       3.442       7028.    2806.268    2.8650   0.8742   0.1213   0.01928  0.3283E-01  0.5218E-02  50.7071   0.1060   8040.       852.6       0.6175  0.3127E-01
    8.000  0.1950E+05  0.000   138.2       3.419       6981.    2806.265    2.8481   0.8734   0.1584   0.02571  0.3194E-01  0.5183E-02  48.1898   0.1384   7993.       1106.       0.6001  0.3100E-01
   10.000  0.1950E+05  0.000   134.3       3.393       6928.    2806.262    2.8293   0.8726   0.1938   0.03213  0.3103E-01  0.5144E-02  45.7214   0.1691   7940.       1343.       0.5822  0.3075E-01
   12.000  0.1950E+05  0.000   130.3       3.364       6870.    2806.258    2.8087   0.8717   0.2275   0.03856  0.3009E-01  0.5100E-02  43.3030   0.1983   7882.       1563.       0.5640  0.3052E-01
   14.000  0.1950E+05  0.000   126.2       3.325       6790.    2806.253    2.7801   0.8704   0.2602   0.04499  0.2916E-01  0.5041E-02  40.9513   0.2265   7802.       1767.       0.5457  0.2966E-01
   16.000  0.1950E+05  0.000   121.9       3.289       6717.    2806.248    2.7540   0.8691   0.2903   0.05141  0.2816E-01  0.4987E-02  38.6179   0.2523   7728.       1950.       0.5264  0.2952E-01
   18.000  0.1950E+05  0.000   117.5       3.245       6627.    2806.243    2.7219   0.8676   0.3192   0.05784  0.2715E-01  0.4920E-02  36.3481   0.2770   7638.       2115.       0.5068  0.2894E-01
   20.000  0.1950E+05  0.000   113.0       3.195       6524.    2806.236    2.6853   0.8658   0.3465   0.06427  0.2611E-01  0.4843E-02  34.1193   0.3000   7536.       2260.       0.4866  0.2833E-01
   22.000  0.1950E+05  0.000   108.3       3.146       6423.    2806.230    2.6493   0.8640   0.3708   0.07069  0.2501E-01  0.4769E-02  31.9099   0.3203   7435.       2382.       0.4655  0.2835E-01
   24.000  0.1950E+05  0.000   103.4       3.092       6314.    2806.223    2.6103   0.8619   0.3930   0.07712  0.2389E-01  0.4687E-02  29.7521   0.3387   7325.       2481.       0.4440  0.2840E-01
   26.000  0.1950E+05  0.000   98.41       3.034       6195.    2806.215    2.5680   0.8597   0.4130   0.08355  0.2274E-01  0.4599E-02  27.6463   0.3551   7206.       2559.       0.4222  0.2847E-01
   28.000  0.1950E+05  0.000   93.32       2.971       6067.    2806.207    2.5223   0.8571   0.4307   0.08997  0.2156E-01  0.4504E-02  25.5924   0.3692   7078.       2613.       0.4000  0.2857E-01
   30.000  0.1950E+05  0.000   88.13       2.903       5928.    2806.198    2.4730   0.8543   0.4460   0.09640  0.2036E-01  0.4401E-02  23.5907   0.3810   6940.       2644.       0.3773  0.2870E-01
   32.000  0.1950E+05  0.000   82.83       2.830       5780.    2806.189    2.4199   0.8511   0.4586   0.10283  0.1914E-01  0.4291E-02  21.6407   0.3903   6791.       2651.       0.3544  0.2885E-01
   34.000  0.1950E+05  0.000   77.42       2.752       5620.    2806.178    2.3629   0.8475   0.4684   0.10925  0.1789E-01  0.4172E-02  19.7424   0.3970   6631.       2632.       0.3310  0.2903E-01
   36.000  0.1950E+05  0.000   71.90       2.668       5448.    2806.167    2.3017   0.8435   0.4751   0.11568  0.1661E-01  0.4044E-02  17.8953   0.4007   6459.       2588.       0.3073  0.2924E-01
   38.000  0.1950E+05  0.000   66.26       2.578       5264.    2806.156    2.2362   0.8389   0.4783   0.12211  0.1531E-01  0.3908E-02  16.0988   0.4013   6275.       2518.       0.2832  0.2948E-01
   40.000  0.1950E+05  0.000   60.52       2.482       5068.    2806.143    2.1662   0.8337   0.4777   0.12853  0.1398E-01  0.3762E-02  14.3524   0.3983   6079.       2421.       0.2588  0.2974E-01
   42.000  0.1950E+05  0.000   54.67       2.379       4858.    2806.130    2.0915   0.8278   0.4726   0.13496  0.1263E-01  0.3607E-02  12.6552   0.3912   5869.       2296.       0.2340  0.3003E-01
   44.000  0.1950E+05  0.000   48.70       2.270       4635.    2806.116    2.0118   0.8210   0.4624   0.14139  0.1125E-01  0.3441E-02  11.0064   0.3796   5645.       2143.       0.2089  0.3035E-01

    2.000  0.2000E+05  0.000   159.5       3.969       8313.    2878.279    3.2489   0.8890   0.0384   0.00627  0.3502E-01  0.5720E-02  57.7647   0.0341   9351.       318.9       0.6615  0.3871E-01
    4.000  0.2000E+05  0.000   155.6       3.951       8275.    2878.277    3.2357   0.8886   0.0752   0.01253  0.3418E-01  0.5694E-02  55.1418   0.0668   9313.       622.4       0.6449  0.3847E-01
    6.000  0.2000E+05  0.000   151.7       3.931       8233.    2878.274    3.2208   0.8880   0.1105   0.01880  0.3331E-01  0.5665E-02  52.5639   0.0982   9270.       910.0       0.6279  0.3825E-01
    8.000  0.2000E+05  0.000   147.6       3.908       8185.    2878.271    3.2043   0.8875   0.1443   0.02506  0.3243E-01  0.5632E-02  50.0320   0.1281   9223.       1181.       0.6106  0.3804E-01
   10.000  0.2000E+05  0.000   143.5       3.883       8132.    2878.268    3.1860   0.8868   0.1765   0.03133  0.3152E-01  0.5596E-02  47.5471   0.1565   9170.       1435.       0.5930  0.3786E-01
   12.000  0.2000E+05  0.000   139.3       3.855       8074.    2878.265    3.1658   0.8861   0.2071   0.03760  0.3060E-01  0.5556E-02  45.1102   0.1835   9112.       1672.       0.5750  0.3769E-01
   14.000  0.2000E+05  0.000   135.0       3.825       8010.    2878.261    3.1436   0.8853   0.2360   0.04386  0.2966E-01  0.5512E-02  42.7219   0.2089   9048.       1890.       0.5566  0.3755E-01
   16.000  0.2000E+05  0.000   130.7       3.782       7920.    2878.255    3.1123   0.8842   0.2639   0.05013  0.2870E-01  0.5450E-02  40.3871   0.2334   8958.       2090.       0.5378  0.3683E-01
   18.000  0.2000E+05  0.000   126.1       3.743       7840.    2878.250    3.0845   0.8831   0.2895   0.05639  0.2769E-01  0.5395E-02  38.0807   0.2556   8878.       2269.       0.5184  0.3678E-01
   20.000  0.2000E+05  0.000   121.4       3.696       7740.    2878.244    3.0497   0.8818   0.3137   0.06266  0.2666E-01  0.5326E-02  35.8265   0.2766   8778.       2428.       0.4986  0.3632E-01
   22.000  0.2000E+05  0.000   116.6       3.641       7626.    2878.237    3.0101   0.8802   0.3363   0.06893  0.2560E-01  0.5247E-02  33.6105   0.2960   8664.       2565.       0.4781  0.3585E-01
   24.000  0.2000E+05  0.000   111.5       3.589       7516.    2878.230    2.9719   0.8787   0.3561   0.07519  0.2450E-01  0.5172E-02  31.4228   0.3129   8554.       2677.       0.4569  0.3596E-01
   26.000  0.2000E+05  0.000   106.4       3.532       7398.    2878.222    2.9306   0.8770   0.3739   0.08146  0.2337E-01  0.5090E-02  29.2850   0.3279   8435.       2766.       0.4354  0.3611E-01
   28.000  0.2000E+05  0.000   101.1       3.471       7269.    2878.214    2.8860   0.8751   0.3895   0.08772  0.2221E-01  0.5002E-02  27.1974   0.3409   8307.       2832.       0.4135  0.3628E-01
   30.000  0.2000E+05  0.000   95.76       3.405       7131.    2878.206    2.8380   0.8730   0.4029   0.09399  0.2103E-01  0.4907E-02  25.1599   0.3517   8168.       2873.       0.3913  0.3648E-01
   32.000  0.2000E+05  0.000   90.28       3.334       6982.    2878.197    2.7862   0.8706   0.4138   0.10026  0.1983E-01  0.4804E-02  23.1726   0.3602   8019.       2889.       0.3687  0.3670E-01
   34.000  0.2000E+05  0.000   84.69       3.257       6822.    2878.187    2.7307   0.8680   0.4221   0.10652  0.1860E-01  0.4694E-02  21.2353   0.3664   7859.       2879.       0.3457  0.3696E-01
   36.000  0.2000E+05  0.000   78.99       3.175       6651.    2878.176    2.6711   0.8651   0.4276   0.11279  0.1735E-01  0.4576E-02  19.3476   0.3699   7688.       2843.       0.3224  0.3724E-01
   38.000  0.2000E+05  0.000   73.17       3.088       6467.    2878.165    2.6073   0.8618   0.4299   0.11905  0.1607E-01  0.4450E-02  17.5092   0.3705   7504.       2781.       0.2987  0.3755E-01
   40.000  0.2000E+05  0.000   67.25       2.994       6271.    2878.152    2.5392   0.8581   0.4289   0.12532  0.1477E-01  0.4315E-02  15.7194   0.3680   7308.       2690.       0.2748  0.3789E-01
   42.000  0.2000E+05  0.000   61.20       2.894       6062.    2878.139    2.4666   0.8539   0.4240   0.13158  0.1344E-01  0.4171E-02  13.9776   0.3621   7099.       2571.       0.2504  0.3826E-01
   44.000  0.2000E+05  0.000   55.05       2.788       5839.    2878.126    2.3891   0.8492   0.4148   0.13785  0.1209E-01  0.4018E-02  12.2832   0.3523   6876.       2422.       0.2258  0.3865E-01

    2.000  0.2050E+05  0.000   170.0       4.578       9827.    2950.301    3.6916   0.9023   0.0346   0.00611  0.3553E-01  0.6279E-02  59.7028   0.0312  0.1089E+05   339.9       0.6729  0.4760E-01
    4.000  0.2050E+05  0.000   166.0       4.560       9790.    2950.299    3.6790   0.9019   0.0678   0.01223  0.3469E-01  0.6255E-02  57.0681   0.0612  0.1085E+05   663.8       0.6564  0.4744E-01
    6.000  0.2050E+05  0.000   161.8       4.541       9748.    2950.296    3.6648   0.9016   0.0996   0.01834  0.3383E-01  0.6229E-02  54.4766   0.0898  0.1081E+05   971.1       0.6395  0.4729E-01
    8.000  0.2050E+05  0.000   157.6       4.519       9701.    2950.294    3.6490   0.9011   0.1300   0.02445  0.3296E-01  0.6199E-02  51.9292   0.1171  0.1077E+05   1261.       0.6223  0.4717E-01
   10.000  0.2050E+05  0.000   153.4       4.495       9650.    2950.290    3.6315   0.9007   0.1589   0.03057  0.3206E-01  0.6166E-02  49.4268   0.1431  0.1071E+05   1534.       0.6048  0.4706E-01
   12.000  0.2050E+05  0.000   149.0       4.468       9593.    2950.287    3.6121   0.9001   0.1864   0.03668  0.3114E-01  0.6129E-02  46.9704   0.1678  0.1066E+05   1788.       0.5869  0.4698E-01
   14.000  0.2050E+05  0.000   144.5       4.439       9530.    2950.283    3.5908   0.8995   0.2123   0.04279  0.3021E-01  0.6089E-02  44.5607   0.1910  0.1059E+05   2023.       0.5688  0.4692E-01
   16.000  0.2050E+05  0.000   140.0       4.398       9441.    2950.278    3.5606   0.8987   0.2372   0.04890  0.2926E-01  0.6032E-02  42.2076   0.2132  0.1050E+05   2240.       0.5503  0.4627E-01
   18.000  0.2050E+05  0.000   135.2       4.361       9362.    2950.273    3.5338   0.8979   0.2600   0.05502  0.2827E-01  0.5982E-02  39.8760   0.2335  0.1043E+05   2434.       0.5311  0.4631E-01
   20.000  0.2050E+05  0.000   130.4       4.315       9262.    2950.267    3.5002   0.8970   0.2816   0.06113  0.2726E-01  0.5918E-02  37.5990   0.2525  0.1033E+05   2608.       0.5115  0.4592E-01
   22.000  0.2050E+05  0.000   125.4       4.262       9150.    2950.260    3.4620   0.8958   0.3015   0.06724  0.2622E-01  0.5846E-02  35.3598   0.2701  0.1021E+05   2759.       0.4914  0.4551E-01
   24.000  0.2050E+05  0.000   120.2       4.211       9041.    2950.253    3.4251   0.8947   0.3190   0.07336  0.2512E-01  0.5777E-02  33.1412   0.2854  0.1011E+05   2884.       0.4705  0.4571E-01
   26.000  0.2050E+05  0.000   114.8       4.157       8923.    2950.246    3.3852   0.8935   0.3346   0.07947  0.2401E-01  0.5702E-02  30.9707   0.2990   9987.       2986.       0.4492  0.4594E-01
   28.000  0.2050E+05  0.000   109.4       4.092       8784.    2950.238    3.3380   0.8920   0.3487   0.08558  0.2287E-01  0.5613E-02  28.8485   0.3110   9848.       3063.       0.4276  0.4606E-01
   30.000  0.2050E+05  0.000   103.8       4.022       8634.    2950.229    3.2873   0.8903   0.3608   0.09170  0.2171E-01  0.5517E-02  26.7749   0.3212   9698.       3115.       0.4057  0.4620E-01
   32.000  0.2050E+05  0.000   98.17       3.947       8474.    2950.219    3.2330   0.8885   0.3707   0.09781  0.2052E-01  0.5415E-02  24.7498   0.3294   9538.       3141.       0.3834  0.4637E-01
   34.000  0.2050E+05  0.000   92.39       3.868       8303.    2950.209    3.1749   0.8864   0.3783   0.10392  0.1931E-01  0.5305E-02  22.7731   0.3353   9367.       3141.       0.3607  0.4657E-01
   36.000  0.2050E+05  0.000   86.49       3.783       8120.    2950.198    3.1129   0.8842   0.3835   0.11004  0.1808E-01  0.5188E-02  20.8446   0.3390   9184.       3114.       0.3377  0.4679E-01
   38.000  0.2050E+05  0.000   80.49       3.692       7925.    2950.186    3.0468   0.8817   0.3859   0.11615  0.1683E-01  0.5064E-02  18.9641   0.3403   8989.       3058.       0.3144  0.4704E-01
   40.000  0.2050E+05  0.000   74.36       3.595       7717.    2950.173    2.9764   0.8789   0.3854   0.12226  0.1555E-01  0.4931E-02  17.1309   0.3388   8781.       2975.       0.2908  0.4732E-01
   42.000  0.2050E+05  0.000   68.13       3.492       7497.    2950.160    2.9015   0.8758   0.3817   0.12838  0.1424E-01  0.4790E-02  15.3448   0.3343   8560.       2861.       0.2668  0.4762E-01
   44.000  0.2050E+05  0.000   61.78       3.383       7262.    2950.145    2.8220   0.8723   0.3743   0.13449  0.1291E-01  0.4640E-02  13.6049   0.3265   8325.       2718.       0.2425  0.4795E-01

    2.000  0.2100E+05  0.000   181.2       5.250      0.1155E+053022.331    4.1812   0.9137   0.0314   0.00597  0.3609E-01  0.6863E-02  61.7036   0.0287  0.1264E+05   362.4       0.6854  0.5691E-01
    4.000  0.2100E+05  0.000   177.0       5.229      0.1150E+053022.328    4.1653   0.9133   0.0616   0.01194  0.3526E-01  0.6834E-02  59.0560   0.0562  0.1259E+05   707.9       0.6688  0.5670E-01
    6.000  0.2100E+05  0.000   172.7       5.205      0.1145E+053022.325    4.1479   0.9130   0.0905   0.01790  0.3440E-01  0.6803E-02  56.4499   0.0826  0.1254E+05   1036.       0.6520  0.5651E-01
    8.000  0.2100E+05  0.000   168.3       5.178      0.1139E+053022.322    4.1288   0.9126   0.1182   0.02387  0.3353E-01  0.6769E-02  53.8862   0.1079  0.1248E+05   1346.       0.6349  0.5633E-01
   10.000  0.2100E+05  0.000   163.8       5.150      0.1132E+053022.318    4.1080   0.9121   0.1447   0.02984  0.3264E-01  0.6731E-02  51.3657   0.1320  0.1242E+05   1638.       0.6174  0.5617E-01
   12.000  0.2100E+05  0.000   159.3       5.119      0.1126E+053022.314    4.0853   0.9117   0.1698   0.03581  0.3173E-01  0.6691E-02  48.8894   0.1548  0.1235E+05   1911.       0.5996  0.5604E-01
   14.000  0.2100E+05  0.000   154.6       5.085      0.1118E+053022.310    4.0606   0.9111   0.1936   0.04177  0.3080E-01  0.6646E-02  46.4580   0.1764  0.1227E+05   2164.       0.5816  0.5592E-01
   16.000  0.2100E+05  0.000   149.9       5.039      0.1108E+053022.304    4.0271   0.9104   0.2165   0.04774  0.2986E-01  0.6586E-02  44.0865   0.1971  0.1217E+05   2399.       0.5633  0.5521E-01
   18.000  0.2100E+05  0.000   145.0       4.997      0.1099E+053022.298    3.9970   0.9097   0.2374   0.05371  0.2888E-01  0.6532E-02  41.7297   0.2160  0.1208E+05   2609.       0.5442  0.5519E-01
   20.000  0.2100E+05  0.000   140.0       4.947      0.1088E+053022.292    3.9601   0.9089   0.2573   0.05968  0.2788E-01  0.6466E-02  39.4302   0.2339  0.1197E+05   2799.       0.5249  0.5473E-01
   22.000  0.2100E+05  0.000   134.8       4.890      0.1075E+053022.284    3.9188   0.9079   0.2758   0.06564  0.2686E-01  0.6392E-02  37.1683   0.2504  0.1184E+05   2966.       0.5051  0.5426E-01
   24.000  0.2100E+05  0.000   129.4       4.835      0.1063E+053022.277    3.8786   0.9070   0.2921   0.07161  0.2578E-01  0.6319E-02  34.9195   0.2649  0.1172E+05   3106.       0.4844  0.5439E-01
   26.000  0.2100E+05  0.000   123.9       4.775      0.1050E+053022.269    3.8354   0.9059   0.3067   0.07758  0.2468E-01  0.6242E-02  32.7169   0.2778  0.1159E+05   3221.       0.4634  0.5456E-01
   28.000  0.2100E+05  0.000   118.2       4.711      0.1036E+053022.261    3.7890   0.9048   0.3195   0.08355  0.2355E-01  0.6159E-02  30.5608   0.2891  0.1145E+05   3310.       0.4420  0.5475E-01
   30.000  0.2100E+05  0.000   112.5       4.643      0.1021E+053022.252    3.7393   0.9035   0.3304   0.08951  0.2240E-01  0.6069E-02  28.4513   0.2986  0.1130E+05   3374.       0.4203  0.5496E-01
   32.000  0.2100E+05  0.000   106.6       4.570      0.1005E+053022.243    3.6861   0.9021   0.3394   0.09548  0.2124E-01  0.5974E-02  26.3886   0.3062  0.1114E+05   3411.       0.3983  0.5521E-01
   34.000  0.2100E+05  0.000   100.6       4.487       9868.    3022.232    3.6258   0.9005   0.3467   0.10145  0.2004E-01  0.5865E-02  24.3719   0.3122  0.1096E+05   3421.       0.3759  0.5537E-01
   36.000  0.2100E+05  0.000   94.51       4.398       9672.    3022.220    3.5610   0.8987   0.3518   0.10742  0.1883E-01  0.5749E-02  22.4018   0.3162  0.1076E+05   3402.       0.3532  0.5554E-01
   38.000  0.2100E+05  0.000   88.30       4.304       9464.    3022.208    3.4921   0.8967   0.3545   0.11338  0.1759E-01  0.5625E-02  20.4784   0.3179  0.1055E+05   3355.       0.3302  0.5573E-01
   40.000  0.2100E+05  0.000   81.97       4.203       9243.    3022.195    3.4190   0.8945   0.3547   0.11935  0.1633E-01  0.5494E-02  18.6014   0.3173  0.1033E+05   3279.       0.3068  0.5595E-01
   42.000  0.2100E+05  0.000   75.53       4.097       9009.    3022.181    3.3415   0.8921   0.3521   0.12532  0.1505E-01  0.5355E-02  16.7701   0.3141  0.1010E+05   3172.       0.2832  0.5620E-01
   44.000  0.2100E+05  0.000   68.97       3.984       8761.    3022.166    3.2594   0.8894   0.3464   0.13129  0.1374E-01  0.5207E-02  14.9843   0.3081   9851.       3034.       0.2592  0.5647E-01

    2.000  0.2150E+05  0.000   193.0       5.930      0.1335E+053094.362    4.6761   0.9228   0.0289   0.00583  0.3669E-01  0.7395E-02  63.7510   0.0267  0.1447E+05   386.1       0.6982  0.6532E-01
    4.000  0.2150E+05  0.000   188.6       5.904      0.1329E+053094.359    4.6568   0.9224   0.0568   0.01166  0.3585E-01  0.7362E-02  61.0892   0.0524  0.1441E+05   754.5       0.6817  0.6507E-01
    6.000  0.2150E+05  0.000   184.1       5.875      0.1323E+053094.355    4.6360   0.9221   0.0835   0.01749  0.3499E-01  0.7327E-02  58.4672   0.0770  0.1435E+05   1105.       0.6648  0.6484E-01
    8.000  0.2150E+05  0.000   179.5       5.844      0.1316E+053094.351    4.6134   0.9217   0.1092   0.02332  0.3412E-01  0.7288E-02  55.8861   0.1006  0.1428E+05   1436.       0.6477  0.6462E-01
